552278840	[-1.788204710496881e-94, -1.788204710496881e-94, -1.788204710496881e-74, 0.46520796015886506, 0.27943858400540805]	[1.2598502034682258e-94, 1.2598502034682258e-94, 1.2598502034682257e-74, 0.14958456277353682, 0.12666453471318292]
905719296134971392	[-3.9906855852579054e-94, -3.9906855852579054e-94, -3.990685585257905e-74, 0.535663775945982, 0.36558217450521036]	[3.2278445646744523e-94, 3.2278445646744523e-94, 3.2278445646744527e-74, 0.07859456569598315, 0.24772425878379042]
892926801860677632	[-1.298764515942948e-94, -1.298764515942948e-94, -1.2987645159429476e-74, 0.532989484177923, 0.413561485554038]	[1.0870582883732954e-94, 1.0870582883732954e-94, 1.0870582883732952e-74, 0.1082534576052178, 0.4379182105842521]
532655237	[-1.7882047104400204e-94, -1.7882047104400204e-94, -1.78820471044002e-74, 0.4705009078143322, 0.401403521558617]	[1.259850203548933e-94, 1.259850203548933e-94, 1.2598502035489325e-74, 0.11788087980270172, 0.40003324650547173]
890502281887612928	[-1.2987645160727797e-94, -1.2987645160727797e-94, -1.2987645160727795e-74, 0.44807354455490345, 0.23330883666934796]	[1.0870582882811571e-94, 1.0870582882811571e-94, 1.087058288281157e-74, 0.14135413094383154, 0.11517562467987583]
377925526	[-9.31684370197843e-95, -9.31684370197843e-95, -9.316843701978429e-75, 0.4332457847842075, 0.26796414050946554]	[9.604512256983799e-95, 9.604512256983799e-95, 9.6045122569838e-75, 0.1341801958918812, 0.16073863696158136]
3398737828	[-1.7882047104400204e-94, -1.7882047104400204e-94, -1.7882047104400202e-74, 0.6485323366580837, 0.2555392602813791]	[1.259850203548933e-94, 1.259850203548933e-94, 1.2598502035489325e-74, 0.12808925629531584, 0.1439915357930039]
3545097856	[-9.31684370197843e-95, -9.31684370197843e-95, -9.316843701978429e-75, 0.4383263516929222, 0.3779751123408341]	[9.604512256983799e-95, 9.604512256983799e-95, 9.6045122569838e-75, 0.11274417824039873, 0.4071487496827178]
211577392	[-1.298764515925348e-94, -1.298764515925348e-94, -1.2987645159253479e-74, 0.5792952712596446, 0.17114435507520961]	[1.0870582883647159e-94, 1.0870582883647159e-94, 1.0870582883647157e-74, 0.15873161142908054, 0.04792147252628336]
743729451708481536	[-1.7882047104400204e-94, -1.7882047104400204e-94, -1.7882047104400202e-74, 0.5138732820488122, 0.33221934418033966]	[1.2598502035489327e-94, 1.2598502035489327e-94, 1.2598502035489325e-74, 0.08448407184956218, 0.18707157414332912]
751805919743315969	[-1.7882047104968812e-94, -1.7882047104968812e-94, -1.788204710496881e-74, 0.4740828797366644, 0.29363704938665447]	[1.2598502034682258e-94, 1.2598502034682258e-94, 1.2598502034682257e-74, 0.14967549385832454, 0.13644744847174659]
