892926801860677632	[-0.0012555292132731747, -0.0011656616920019125, 0.6715604023160963, 0.6261456825856254, 0.01883725655240473]	[1.2266347333466993e-18, 0.0, 1.2819751242557092e-16, 6.661338147750939e-16, 3.469446951953614e-18]
890502281887612928	[-0.0009197368021497884, -0.0006801430522933211, 0.9643679850959754, 0.6754346856888097, 0.01723314223314222]	[3.998340051969456e-19, 3.4964469463373517e-19, 5.183683495748049e-16, 1.1102230246251565e-16, 1.3877787807814457e-17]
3398737828	[-0.0012555292132731747, -0.0011656616920019125, 0.6715604023160963, 0.6261456825856254, 0.01883725655240473]	[1.2266347333466993e-18, 0.0, 1.2819751242557092e-16, 6.661338147750939e-16, 3.469446951953614e-18]
1664655710	[-0.0012555292132731747, -0.0011656616920019125, 0.6715604023160963, 0.6261456825856254, 0.01883725655240473]	[1.2266347333466993e-18, 0.0, 1.2819751242557092e-16, 6.661338147750939e-16, 3.469446951953614e-18]
909435307304607744	[-0.0009197368021497884, -0.0006801430522933211, 0.9643679850959754, 0.6754346856888097, 0.01723314223314222]	[3.998340051969456e-19, 3.4964469463373517e-19, 5.183683495748049e-16, 1.1102230246251565e-16, 1.3877787807814457e-17]
222496251	[-0.004239852937569205, -0.003906250737165944, 0.7200435363364858, 0.7547247990910193, 0.1653913144780017]	[0.0029671195514184285, 0.0029024471454542284, 0.19144287316197448, 0.0563141392391453, 0.135143216475336]
1028440310	[-0.0009197368021497884, -0.0006801430522933211, 0.9643679850959754, 0.6754346856888097, 0.01723314223314222]	[3.998340051969456e-19, 3.4964469463373517e-19, 5.183683495748049e-16, 1.1102230246251565e-16, 1.3877787807814457e-17]
20447568	[-0.0012555292132731747, -0.0011656616920019125, 0.6715604023160963, 0.6261456825856254, 0.01883725655240473]	[1.2266347333466993e-18, 0.0, 1.2819751242557092e-16, 6.661338147750939e-16, 3.469446951953614e-18]
3356627800	[-0.0012555292132731747, -0.0011656616920019125, 0.6715604023160963, 0.6261456825856254, 0.01883725655240473]	[1.2266347333466993e-18, 0.0, 1.2819751242557092e-16, 6.661338147750939e-16, 3.469446951953614e-18]
19590930	[-0.0009197368021497884, -0.0006801430522933211, 0.9643679850959754, 0.6754346856888097, 0.01723314223314222]	[3.998340051969456e-19, 3.4964469463373517e-19, 5.183683495748049e-16, 1.1102230246251565e-16, 1.3877787807814457e-17]
