81240843	81240843	1332960223	1
81240843	81240843	1336162427	-1
81240843	81240843	1344284580	-1
81240843	81240843	1351779802	-1
81240843	81240843	1352263509	-1
81240843	81240843	1357249725	-1
81240843	81240843	1362588840	-1
81240843	81240843	1368063426	-1
753824491	753824491	1369045351	1
81240843	81240843	1369653718	1
81240843	81240843	1369891963	1
81240843	81240843	1369892193	1
81240843	81240843	1369915711	1
81240843	81240843	1369939728	-1
81240843	81240843	1369944934	-1
81612499	81612499	1371051692	-1
81612499	81612499	1373011223	-1
81240843	81240843	1377903751	-1
81240843	81240843	1377942367	-1
81240843	81240843	1378387234	-1
81240843	81240843	1387352169	1
81240843	81240843	1387568068	0
81240843	81240843	1387985852	1
81240843	81240843	1389304197	-1
81240843	81240843	1393817031	-1
81240843	81240843	1395279713	1
81240843	81240843	1399521228	-1
81240843	81240843	1401877391	-1
81240843	81240843	1406943921	-1
81240843	81240843	1407569450	1
81240843	81240843	1410400305	1
81240843	81240843	1410425474	0
4617275571	4617275571	1415792168	-1
81240843	81240843	1422549640	-1
81240843	81240843	1432499192	1
81240843	81240843	1432937839	-1
81240843	81240843	1432976378	0
81240843	81240843	1435785058	-1
81240843	81240843	1440275027	-1
3952501164	3569361751	1441145818	-1
81240843	81240843	1446470325	0
81240843	81240843	1448207980	-1
81612499	81612499	1454878808	1
20842084	20842084	1456134369	0
284981687	284981687	1456487671	0
81240843	81240843	1458239611	-1
81240843	81240843	1458348010	1
81240843	81240843	1464604909	-1
81240843	81240843	1464606047	1
81240843	81240843	1464895094	-1
81240843	81240843	1468343024	-1
81240843	81240843	1469398619	1
81240843	81240843	1469718551	-1
81240843	81240843	1470402515	-1
81240843	81240843	1470743965	0
81240843	81240843	1471018260	-1
81612499	81612499	1474278151	1
105001028	418096665	1474767375	1
81240843	81240843	1474939135	-1
81240843	81240843	1476277145	1
81240843	81240843	1476534188	-1
81240843	81240843	1476932366	1
81240843	81240843	1478605394	1
81240843	81240843	1478691418	1
81240843	81240843	1478830784	-1
81240843	81240843	1481059065	-1
81240843	81240843	1482424912	0
81240843	81240843	1482445565	1
81240843	81240843	1483378277	-1
81240843	81240843	1483398344	1
81240843	81240843	1483492492	1
81240843	81240843	1484138932	1
81240843	81240843	1484830342	0
81240843	81240843	1485088509	1
81240843	81240843	1485089496	1
81240843	81240843	1485094997	1
81240843	81240843	1485171496	1
81240843	81240843	1485277086	1
81240843	81240843	1485311140	-1
81240843	81240843	1485534422	1
81240843	81240843	1485560782	1
81240843	81240843	1485609377	1
81240843	81240843	1485702238	1
81240843	81240843	1486033993	-1
81240843	81240843	1486126318	-1
81240843	81240843	1486213922	-1
81240843	81240843	1486218370	1
81240843	81240843	1486469489	-1
81240843	81240843	1486581753	1
81240843	81240843	1486683349	1
81240843	81240843	1486899285	-1
81240843	81240843	1487255992	-1
81240843	81240843	1487424713	-1
81240843	81240843	1487894500	-1
81240843	81240843	1488563670	0
81240843	81240843	1488579190	1
81240843	81240843	1488628968	-1
81240843	81240843	1488858649	1
81240843	81240843	1488932070	1
81240843	81240843	1489078877	1
81240843	81240843	1489410677	-1
81240843	81240843	1489580060	1
81240843	81240843	1490006128	-1
81240843	81240843	1490007777	0
284981687	284981687	1490386279	-1
81240843	81240843	1490530918	1
81240843	81240843	1490697362	0
81240843	81240843	1491181109	1
81240843	81240843	1491444763	0
81240843	81240843	1491868595	1
81240843	81240843	1491912223	1
81240843	81240843	1492345489	1
81240843	81240843	1492897750	1
81240843	81240843	1493054312	-1
81240843	81240843	1493291532	1
81240843	81240843	1493303965	-1
81240843	81240843	1493487588	1
81240843	81240843	1493730430	1
81240843	81240843	1493895774	-1
81240843	81240843	1494026985	-1
81240843	81240843	1494155726	-1
81240843	81240843	1494243144	1
81240843	81240843	1494414648	-1
81240843	81240843	1494419451	1
81240843	81240843	1494419999	-1
81240843	81240843	1494444232	-1
81240843	81240843	1494461698	-1
81240843	81240843	1494532534	1
81240843	81240843	1494589916	-1
81240843	81240843	1494595204	1
81240843	81240843	1494623372	1
81240843	81240843	1494623816	1
81240843	81240843	1494878049	1
81240843	81240843	1494899263	0
81240843	81240843	1494933180	-1
94154785	94154785	1494941005	-1
81240843	81240843	1494950537	0
94154785	94154785	1495039466	-1
94154785	94154785	1495039610	-1
81240843	81240843	1495053362	1
81240843	81240843	1495108334	1
81240843	81240843	1495116426	-1
81240843	81240843	1495147515	1
81240843	81240843	1495159438	0
81240843	81240843	1495203848	1
81240843	81240843	1495273471	1
81240843	81240843	1495295429	1
81240843	81240843	1495385245	0
81240843	81240843	1495484086	1
81240843	81240843	1495541088	1
81240843	81240843	1495554196	1
81240843	81240843	1495554441	1
81240843	81240843	1495555117	1
81240843	81240843	1495628407	1
81240843	81240843	1495656678	1
50936933	50936933	1495701595	1
50936933	50936933	1495731052	1
81240843	81240843	1495734857	0
81240843	81240843	1495742769	1
81240843	81240843	1495752297	0
81240843	81240843	1495793621	1
81240843	81240843	1495793652	1
81240843	81240843	1495830415	-1
81240843	81240843	1495831191	1
81240843	81240843	1495879117	-1
81240843	81240843	1495879392	1
81240843	81240843	1495887471	0
42182310	81240843	1495889519	0
81240843	81240843	1495901807	1
81240843	81240843	1495901850	1
81240843	81240843	1495902121	0
81240843	81240843	1495905577	0
81240843	81240843	1495972925	1
81240843	81240843	1495973443	1
81240843	81240843	1495974783	-1
81240843	81240843	1495974884	-1
81240843	81240843	1495975516	-1
81240843	81240843	1495975545	1
20842084	20842084	1495979971	-1
81240843	81240843	1495982633	-1
81240843	81240843	1496015839	1
81240843	81240843	1496016421	1
81240843	81240843	1496017211	-1
387796026064530059	851811575501375181	1496052865	-1
4883796	4883796	1496053152	1
2208107844	2208107844	1496053511	0
109714343	726110616	1496053777	1
109714343	288507435335231009	1496053801	1
109714343	196878988	1496054518	1
6727311644	488977468702524805	1496054846	-1
8287254673	212785489	1496058198	1
281465039512299997	488977468702524805	1496058262	0
7019482363	478740866	1496058897	-1
7019482363	478740866	1496058988	-1
935924175225374831	81189513	1496059528	0
81240843	81240843	1496059919	1
81240843	81240843	1496060332	1
81240843	81240843	1496061334	1
81240843	81240843	1496061397	1
725621693765592130	3013815478	1496062899	0
725621693765592130	3013815478	1496062909	0
910211621	726110616	1496065324	1
9664312294	212785489	1496067029	1
951287628	42182310	1496067188	1
961233327657897620	71710796	1496068209	-1
503969613020544458	37409411	1496068312	1
56307136	699897912603946392	1496069080	0
125229905617848009	71710796	1496069454	-1
9664312294	639661364	1496070803	1
1370388112	89540616	1496072017	0
8485088104	8485088104	1496074703	1
42182310	42182310	1496075972	1
287312223832882991	42182310	1496076097	-1
243843143984893135	42182310	1496076557	1
998613698715363891	7876314443	1496076687	0
5043332573	42182310	1496077394	0
5604301104	156203962721434247	1496078037	0
35221194	31740584	1496080546	0
569935131485876803	196878988	1496083084	-1
4883796	4883796	1496084766	1
74215027	74215027	1496085288	1
5998831197	196878988	1496086597	-1
5998831197	196878988	1496086714	-1
5998831197	196878988	1496087492	-1
5998831197	196878988	1496087630	0
9618183468	726110616	1496089213	0
505424452466928927	726110616	1496090324	-1
549501201	42182310	1496090449	0
35221194	35221194	1496092208	1
440071123	198336298	1496092459	1
497269501312693653	196878988	1496092508	0
25194647	726110616	1496092571	-1
894534983951113801	63376103	1496093111	1
4611954454	726110616	1496099875	1
47560079	47560079	1496100545	-1
215527321	196878988	1496104933	0
4883796	4883796	1496111766	1
337512677439980954	81240843	1496113470	1
4663223143	4663223143	1496120799	0
98212330	54498813	1496121235	0
3936422907	72549347	1496124603	0
587413380101017554	726110616	1496125861	0
54498813	154303199842656313	1496126231	1
707482657	7876314443	1496128270	1
11256663	81240843	1496129852	-1
103863596078206906	81240843	1496129860	1
132324062344888289	81240843	1496129864	-1
785140450225711394	81240843	1496129891	1
990322080	81240843	1496129893	1
916538545	81240843	1496129893	1
966157092399225220	81240843	1496129893	-1
932349165	81240843	1496129894	1
2751513267	81240843	1496129896	-1
4489473853	81240843	1496129897	1
756575945	81240843	1496129900	-1
20601327	81240843	1496129925	-1
4015247111	81240843	1496129927	-1
377490959	81240843	1496129935	0
808142343970457730	81240843	1496129952	-1
