7185630563622129285	0
1508264492708533711	1
2458721851232075544	2
8904624950861161426	3
5816834661766204454	4
2705165443050729160	5
7493207055844749896	6
7791817447772443119	7
5123350380677067956	8
1456120350339836012	9
5568348303055339609	10
5970389132431082303	11
3279497407906883555	12
537892782	13
8203430555757380425	14
1356419320639518132	15
5831778413840793249	16
496942151	17
7979517138221648843	18
8345463644080055299	19
9710017778653700676	20
6119718765383818950	21
514927582	22
6304234441884248270	23
848583986	24
2496812571	25
7434467857	26
2390938277189019948	27
2717545585908487238	28
5293759485475701035	29
2694320636627806922	30
185892155	31
2182945351773690691	32
6407600278	33
9783033433163300355	34
6976309369959210645	35
7022669174809348881	36
6292234681	37
9640971820277556759	38
4965289868564095366	39
4944187753	40
7401056307116008798	41
7631033695614920963	42
8330546995148882314	43
6605141900692633592	44
739505643	45
7587858033342009997	46
4600763382	47
8571261010204394989	48
3810633559	49
3363526533	50
4735992745387032253	51
5513491347224720263	52
9197525665235086982	53
7194478286486384628	54
9795558057377283672	55
3597867957129354745	56
9644361503951282747	57
7500478882968601194	58
8328941001552617012	59
6851767476520579443	60
9015309978582583367	61
3316320112446673688	62
7972177312	63
9593305137303151080	64
360536647	65
7246954518901376126	66
3273342253468919045	67
4530320802648198769	68
8165313945657877794	69
4381960925941239069	70
273155628	71
5983357579728496584	72
930433516	73
2821538477431194919	74
2632048867	75
752781779	76
9689282323	77
2139225113972487366	78
8571177630280342870	79
8922758617548918991	80
5824876912368874571	81
2267254295055475803	82
1490693053334774692	83
6850536665133346705	84
3490682877158288268	85
2679600693550212704	86
7763933104053619168	87
6883587200793342675	88
7335325111	89
7385676619467593321	90
1211889439	91
9769011545794728223	92
2627651421465885683	93
3127618768374241345	94
346228554	95
2368997393905387117	96
4837406573899862118	97
9639218823398865642	98
630348110	99
5363014328991417607	100
9754104703728933979	101
85456570	102
2863057875330807538	103
1345768848667433271	104
3409241195876944463	105
8416452338481376140	106
8963587114086964951	107
7642494243108694262	108
2786177047	109
9147198044	110
9295980911	111
8812775591313145852	112
9621688035153187183	113
