662609989	NaN	[1, 1, 0.1]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 1, 0.2]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 1, 0.3]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 1, 0.4]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 1, 0.5]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 1, 0.6]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 1, 0.7]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.1]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.2]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.3]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.4]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.5]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.6]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 2, 0.7]	[662609989, 55481258, 556884849, 927111781449166476, 81912563, 8458230356, 809941187, 40261359]
662609989	NaN	[1, 3, 0.1]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 3, 0.2]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 3, 0.3]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 3, 0.4]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 3, 0.5]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 3, 0.6]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 3, 0.7]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 4, 0.1]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 4, 0.2]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 4, 0.3]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 4, 0.4]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 4, 0.5]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
662609989	NaN	[1, 4, 0.6]	[662609989, 55481258, 927111781449166476, 8458230356, 40261359]
