687502882211372976	0.9970033	[1, 1, 0.1]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 1, 0.2]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 1, 0.3]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 1, 0.4]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 1, 0.5]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 1, 0.6]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 1, 0.7]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.1]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.2]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.3]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.4]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.5]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.6]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[1, 2, 0.7]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9964356	[1, 3, 0.1]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 3, 0.2]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 3, 0.3]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 3, 0.4]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 3, 0.5]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 3, 0.6]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 3, 0.7]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.1]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.2]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.3]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.4]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.5]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.6]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 4, 0.7]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.1]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.2]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.3]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.4]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.5]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.6]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 5, 0.7]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.1]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.2]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.3]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.4]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.5]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.6]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9964356	[1, 6, 0.7]	[687502882211372976, 4498694706205992285]
687502882211372976	0.9970033	[2, 1, 0.1]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 1, 0.2]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 1, 0.3]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 1, 0.4]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 1, 0.5]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 1, 0.6]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 1, 0.7]	[687502882211372976, 4498694706205992285, 2001005234205926899]
687502882211372976	0.9970033	[2, 2, 0.1]	[687502882211372976, 4498694706205992285, 2001005234205926899]
