1520200806682832896	[-0.01491130094180461, -6.749939651323837e-05, -0.013911184333197843, 0.6969579622219354, 0.0007046521046685486]	[0.0, 0.0, 0.0, 0.0, 0.0]
1463879060933820416	[-0.014792647682017266, -6.695482132415762e-05, -0.013796661729757903, 0.6985479933181994, 0.0006980779037648096]	[0.0, 0.0, 0.0, 0.0, 0.0]
955069564055941120	[-0.0004180742253008777, -0.00034208006090352943, 0.0008668679111731969, 0.2842428623057463, 0.0004846857184410437]	[0.0, 0.0, 0.0, 0.0, 0.0]
1587961913954156545	[-0.014707648795855278, -6.892240338180962e-05, -0.013351971027717558, 0.6971359201474754, 0.0007032473199042803]	[0.0, 0.0, 0.0, 0.0, 0.0]
858012451366985730	[0.0027900152095319823, 0.0005697376849917951, 0.0029194223144092687, 0.5208680142687278, 0.0015241807332838553]	[0.0, 0.0, 0.0, 0.0, 0.0]
772588501934051328	[0.0026328879751243827, 0.0005538025815201964, 0.00302092956495046, 0.5362260226484863, 0.001525571444116679]	[0.0, 0.0, 0.0, 0.0, 0.0]
1593636437378957315	[-0.0015798194837227642, 1.6923252791821272e-07, -5.5150847303336026e-05, 0.36029875867872924, 0.0002721546607657709]	[0.0, 0.0, 0.0, 0.0, 0.0]
1501738932400230400	[-0.014910275486809703, -6.748532241054586e-05, -0.013906304586138044, 0.6969488019307016, 0.0007032276636508873]	[0.0, 0.0, 0.0, 0.0, 0.0]
808783915355951105	[0.0074550238720696846, 0.0023993697668476797, 0.008246810652163924, 0.7154819618459989, 0.00041054142046464444]	[0.0, 0.0, 0.0, 0.0, 0.0]
1453068880436400146	[-0.012842329879489993, -5.075286324777476e-05, -0.011393632299917265, 0.6614621110899026, 0.0004245468078598225]	[0.0, 0.0, 0.0, 0.0, 0.0]
1581206457843912704	[1.9061045248054048e-05, 1.0264734373818788e-59, 0.0011322595129229908, 0.04907216494845361, 5.201831044527674e-05]	[0.0, 0.0, 0.0, 0.0, 0.0]
1566095531499208704	[-0.01369309827688951, -6.748532241054586e-05, -0.012596739400717318, 0.6967533863685229, 0.0007045756761152194]	[0.0, 0.0, 0.0, 0.0, 0.0]
303742383	[-0.00012186949833101675, -5.852733071189777e-34, -0.0007807328210576215, 0.04555221314997851, 6.546216286986122e-05]	[0.0, 0.0, 0.0, 0.0, 0.0]
45546362	[0.008620472001528033, 0.005460384312247006, 0.009932964821195607, 0.5464085820895522, 0.001420604402600379]	[0.0, 0.0, 0.0, 0.0, 0.0]
1588771753362214912	[-0.0015806036259640133, -3.436313611981424e-19, -5.509879984252326e-05, 0.3606229611701568, 0.00027246717235683386]	[0.0, 0.0, 0.0, 0.0, 0.0]
1529682349029326848	[-0.01493980790487631, -6.756985517348182e-05, -0.013938808583766435, 0.6967036750150616, 0.0007057753698781698]	[0.0, 0.0, 0.0, 0.0, 0.0]
1547891496770105344	[-0.013723216032522535, -6.749939651323837e-05, -0.012626998855761599, 0.6968641114982579, 0.0007047391094968815]	[0.0, 0.0, 0.0, 0.0, 0.0]
2281732880	[-0.00012206126780124618, -5.861942721970563e-34, -0.0004689984041219639, 0.043310463121783875, 6.257085684903077e-05]	[0.0, 0.0, 0.0, 0.0, 0.0]
1145808668149125120	[0.009289021400164217, 0.005588463718253166, 0.010501842912540747, 0.5259596313148991, 0.001430518467745902]	[0.0, 0.0, 0.0, 0.0, 0.0]
4068912568	[0.006807114830919118, 0.0020501944167899216, 0.007525179575101076, 0.7351947678597096, 0.0004388953575129729]	[0.0, 0.0, 0.0, 0.0, 0.0]
1514367527438233610	[-0.014928952241072935, -6.756985517348182e-05, -0.01392781653853595, 0.6967566635038385, 0.0007042496047178403]	[0.0, 0.0, 0.0, 0.0, 0.0]
736016838052720640	[0.00908980369741313, 0.0056838435420328405, 0.01006847731408363, 0.5374848502337393, 0.0015295909243505357]	[0.0, 0.0, 0.0, 0.0, 0.0]
20775133	[0.008994467776480355, 0.005760873633742323, 0.010414017549990724, 0.531597158987434, 0.0014775283079036037]	[0.0, 0.0, 0.0, 0.0, 0.0]
823220596687437824	[0.00949435206714337, 0.005477440789432663, 0.010224070892151584, 0.5552510414382811, 0.0015451117727450215]	[0.0, 0.0, 0.0, 0.0, 0.0]
1229891962414587904	[0.002879974969293223, 0.0005376571748700515, 0.0035126222105183666, 0.5194364879873736, 0.001366015634007425]	[0.0, 0.0, 0.0, 0.0, 0.0]
816968928077500416	[-0.00014544842367920986, -5.290771302984629e-06, -0.0008140058900748565, 0.03349282296650718, 4.5124317494697894e-05]	[0.0, 0.0, 0.0, 0.0, 0.0]
825654804	[0.002767448002074216, 0.0005423703726122765, 0.0031485883711716662, 0.536723163841808, 0.0014827738102257632]	[0.0, 0.0, 0.0, 0.0, 0.0]
1516569565144272902	[-0.01493206958336591, -6.758396456065524e-05, -0.013930724831820254, 0.6964655172413793, 0.0007046746119841261]	[0.0, 0.0, 0.0, 0.0, 0.0]
1546248279142301698	[-0.01499246208219391, -6.745719180512254e-05, -0.013994352721976374, 0.6968524251805985, 0.0007041186902714572]	[0.0, 0.0, 0.0, 0.0, 0.0]
1586027737273184257	[-0.014636003491035408, -6.909897657578521e-05, -0.013275092133610904, 0.6985210980959703, 0.0007041203050516312]	[0.0, 0.0, 0.0, 0.0, 0.0]
1139230884354285568	[0.009270206670373147, 0.005577357868256638, 0.01048059342423972, 0.5255759696704578, 0.0014240471321514475]	[0.0, 0.0, 0.0, 0.0, 0.0]
1198361171989893120	[-0.00011412537140521486, -5.931949999701103e-34, -0.0008551365477477652, 0.04939862542955326, 7.295658131803994e-05]	[0.0, 0.0, 0.0, 0.0, 0.0]
1586022285345013760	[-0.0015832818585976717, -3.4421362275340615e-19, -5.519215952683433e-05, 0.3589283830819534, 0.00027147682435138337]	[0.0, 0.0, 0.0, 0.0, 0.0]
398054082	[0.00930873868578295, 0.005341861118873784, 0.010639489760676751, 0.558415055835837, 0.001429079171653429]	[0.0, 0.0, 0.0, 0.0, 0.0]
1536682986371948547	[-0.0015909194270406777, -3.458741311492086e-19, -5.537899887275546e-05, 0.35646721224359657, 0.0002701559365196376]	[0.0, 0.0, 0.0, 0.0, 0.0]
