662609989	[-0.00044672680097205647, 3.501172894540742e-13, -0.0004467263502433591, 0.28855817571778114, 0.010832075675303615]	[0.0004867670980034849, 9.158030520812189e-13, 0.00048676619654609013, 0.015856978932024177, 0.015938263533096932]
6691743644628340820	[-0.00016267323557275472, 4.414213799695038e-12, -0.00016267263835114976, 0.25653734850364485, 0.013621560878810729]	[8.134003279511861e-05, 9.043996072563146e-12, 8.134122723832857e-05, 0.04818467549624842, 0.02151723394011116]
5068694656672598393	[-0.00293997809178845, -4.9446750530651775e-11, -0.002939980185821039, 0.2060626409503868, 0.08312807047570184]	[0.0037132914516993963, 4.0455124323630593e-11, 0.00371329328968257, 0.04602000263663026, 0.12822611550426127]
763228713	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
2886905304314680288	[-8.133710159773643e-05, 1.1275289035609745e-13, -8.133711024957687e-05, 0.15348894252259054, 0.10589045701420177]	[9.961760463205816e-05, 3.367576635539216e-13, 9.961759756782597e-05, 0.10983333991512555, 0.08956014863212908]
250313869	[-0.0001220060560662573, -6.467054195192112e-14, -0.00012200555843074547, 0.17180976441378334, 0.38838443301191977]	[9.961731353686646e-05, 5.280327639048666e-14, 9.961792301340741e-05, 0.1332766411763066, 0.4721654665903492]
654969347	[-0.00020798306353186962, -1.2462008732719512e-12, -0.00020798332397943764, 0.27618225809525343, 0.05811927869709625]	[0.00023125385906342234, 3.119956606057017e-12, 0.0002312542774599059, 0.09191204291768558, 0.06567188180526688]
103250403	[-0.0004310900090845976, -6.467054195192112e-14, -0.00043109157296024325, 0.27766357820341386, 0.03874451697682904]	[0.0005627005697988011, 5.280327639048666e-14, 0.0005627038029077236, 0.05722907013692451, 0.06309038516027703]
7448295325	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
1345837233973102727	[-0.00016267456187473694, 2.2590697876059605e-11, -0.00016267457834208957, 0.39743607982848295, 0.3507752036118526]	[8.133738019115418e-05, 4.539696422529228e-11, 8.133734725644894e-05, 0.23361278715342773, 0.6958245194061949]
4495657837915125050	[-0.00012200614409607784, -1.739211715185861e-13, -0.00012200616991075613, 0.23654438549469034, 0.028819237582728814]	[9.961720572657765e-05, 1.222177140696544e-13, 9.961717411056764e-05, 0.05478854208256727, 0.03660431171175722]
9136609539069351643	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
5855935158441198364	[-0.00016267275439429447, 8.750506347838566e-13, -0.00016267276798871564, 0.2532417395566994, 0.014530270790323211]	[8.13409951520391e-05, 1.9656697427407836e-12, 8.134096796319681e-05, 0.05477589339013931, 0.023334653763136128]
8243938229664614508	[-8.133712077511212e-05, 7.168956927213784e-15, -8.133712550143003e-05, 0.16087087439697167, 0.17787395040877976]	[9.961758897312348e-05, 1.3129092870276142e-13, 9.961758511410409e-05, 0.09972176649428988, 0.17433942509523365]
2913418406960825386	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
901095202	[-0.0006021393482757646, -3.7164457463584545e-11, -0.000602140266247102, 0.2955852692620472, 0.015200226259687982]	[0.0004343999965088101, 3.71098908649173e-11, 0.0004344012636453644, 0.01234461251053689, 0.014755581467304822]
2074281922475867955	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
1953253735204553336	[-0.00012200590204710659, -6.467054195192112e-14, -0.00012200611111605522, 0.20342303211249088, 0.10257826178201972]	[9.961750217108463e-05, 5.280327639048666e-14, 9.961724611513784e-05, 0.09839295769280738, 0.15042990656242167]
9172447136242308767	[-0.0009822725080680772, -6.871190941855203e-14, -0.0009822718221025775, 0.28800938598480236, 0.03463390290658215]	[0.001456360956441177, 1.2927822937884637e-12, 0.0014563595770829137, 0.011028412766179505, 0.06134143881762675]
876466546	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
649949033	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
586084501847516227	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
295678889	[-0.00034413222671475366, -1.0498016505381537e-11, -0.0003441327401417448, 0.28441882585088596, 0.006418923282335602]	[0.0002815779494888792, 2.0780464537590003e-11, 0.0002815789763428615, 0.00757827919823384, 0.007111958747160907]
7216203875057797875	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
4618164349327192790	[-0.00020334325197031403, -1.0778423658653519e-13, -0.00020334325197031403, 0.28062968625176904, 0.002862943908755148]	[0.0, 1.262177448353619e-29, 0.0, 0.0, 0.0]
