4346968851781978171	0	[0.0, 2, 4, 0]	[]
4346968851781978171	0	[0.0, 2, 4, 1]	[]
4346968851781978171	0	[0.0, 2, 4, 2]	[]
4346968851781978171	0	[0.0, 2, 4, 3]	[]
4346968851781978171	0	[0.0, 2, 4, 4]	[]
4346968851781978171	0	[0.0, 2, 4, 5]	[]
4346968851781978171	0	[0.0, 2, 4, 6]	[]
4346968851781978171	0	[0.0, 2, 6, 0]	[]
4346968851781978171	0	[0.0, 2, 6, 1]	[]
4346968851781978171	0	[0.0, 2, 6, 2]	[]
4346968851781978171	0	[0.0, 2, 6, 3]	[]
4346968851781978171	0	[0.0, 2, 6, 4]	[]
4346968851781978171	0	[0.0, 2, 6, 5]	[]
4346968851781978171	0	[0.0, 2, 6, 6]	[]
4346968851781978171	0	[0.0, 2, 8, 0]	[]
4346968851781978171	0	[0.0, 2, 8, 1]	[]
4346968851781978171	0	[0.0, 2, 8, 2]	[]
4346968851781978171	0	[0.0, 2, 8, 3]	[]
4346968851781978171	0	[0.0, 2, 8, 4]	[]
4346968851781978171	0	[0.0, 2, 8, 5]	[]
4346968851781978171	0	[0.0, 2, 8, 6]	[]
